,disease_id,v_count,p_count,k_count
6565,OMIM:616436,2,0,0
6566,OMIM:616437,18,0,2
6567,OMIM:616439,19,1,2
6568,OMIM:616445,5,3,0
6569,OMIM:616449,25,3,2
6570,OMIM:616451,10,2,1
6571,OMIM:616452,6,3,0
6572,OMIM:616455,20,4,5
6573,OMIM:616457,18,4,0
6574,OMIM:616459,18,1,2
6575,OMIM:616460,5,2,0
6576,OMIM:616461,9,2,0
6577,OMIM:616462,23,1,0
6578,OMIM:616468,6,4,1
6579,OMIM:616469,11,6,2
6580,OMIM:616470,15,0,0
6581,OMIM:616471,18,2,1
6582,OMIM:616479,22,4,4
6583,OMIM:616481,8,1,1
6584,OMIM:616482,25,4,4
6585,OMIM:616483,11,5,2
6586,OMIM:616486,25,2,5
6587,OMIM:616487,6,2,2
6588,OMIM:616488,14,4,1
6589,OMIM:616489,20,1,0
6590,OMIM:616490,9,0,0
6591,OMIM:616491,7,0,0
6592,OMIM:616494,16,3,1
6593,OMIM:616500,3,0,1
6594,OMIM:616501,12,3,2
6595,OMIM:616502,4,3,2
6596,OMIM:616503,22,1,3
6597,OMIM:616505,38,3,8
6598,OMIM:616507,13,1,3
6599,OMIM:616509,2,2,1
6600,OMIM:616511,3,1,1
6601,OMIM:616515,8,0,0
6602,OMIM:616516,9,3,2
6603,OMIM:616517,6,5,1
6604,OMIM:616521,20,5,4
6605,OMIM:616531,16,0,3
6606,OMIM:616532,5,1,0
6607,OMIM:616534,2,1,1
6608,OMIM:616535,2,0,0
6609,OMIM:616538,25,5,3
6610,OMIM:616539,37,6,8
6611,OMIM:616540,12,0,0
6612,OMIM:616541,53,6,6
6613,OMIM:616544,4,2,1
6614,OMIM:616546,25,1,2
6615,OMIM:616549,25,0,1
6616,OMIM:616553,13,1,1
6617,OMIM:616559,17,0,4
6618,OMIM:616562,6,4,1
6619,OMIM:616564,36,3,9
6620,OMIM:616566,6,0,0
6621,OMIM:616568,7,3,4
6622,OMIM:616570,11,2,3
6623,OMIM:616576,8,10,4
6624,OMIM:616577,29,4,5
6625,OMIM:616579,43,3,3
6626,OMIM:616580,32,2,3
6627,OMIM:616583,11,0,1
6628,OMIM:616586,19,2,2
6629,OMIM:616589,16,3,3
6630,OMIM:616592,16,2,3
6631,OMIM:616602,21,1,2
6632,OMIM:616603,28,3,5
6633,OMIM:616604,3,0,2
6634,OMIM:616606,27,2,1
6635,OMIM:616617,8,0,0
6636,OMIM:616622,3,0,0
6637,OMIM:616625,12,1,0
6638,OMIM:616629,14,6,4
6639,OMIM:616631,2,1,0
6640,OMIM:616632,11,1,0
6641,OMIM:616636,10,6,1
6642,OMIM:616638,33,4,5
6643,OMIM:616640,20,1,0
6644,OMIM:616645,14,1,2
6645,OMIM:616647,17,2,2
6646,OMIM:616648,9,3,0
6647,OMIM:616649,6,6,0
6648,OMIM:616651,38,7,3
6649,OMIM:616652,28,1,1
6650,OMIM:616654,18,1,2
6651,OMIM:616657,24,2,2
6652,OMIM:616668,14,0,1
6653,OMIM:616669,1,1,0
6654,OMIM:616672,34,6,3
6655,OMIM:616680,21,4,3
6656,OMIM:616681,18,1,0
6657,OMIM:616682,31,1,4
6658,OMIM:616683,24,5,5
6659,OMIM:616684,17,1,2
6660,OMIM:616685,6,1,0
6661,OMIM:616687,8,1,0
6662,OMIM:616688,40,2,3
6663,OMIM:616689,7,9,0
6664,OMIM:616697,2,0,0
6665,OMIM:616705,2,0,0
6666,OMIM:616707,2,0,0
6667,OMIM:616708,38,5,4
6668,OMIM:616710,8,0,2
6669,OMIM:616716,30,3,6
6670,OMIM:616719,17,5,3
6671,OMIM:616720,21,0,1
6672,OMIM:616721,17,4,3
6673,OMIM:616722,6,2,1
6674,OMIM:616723,31,2,2
6675,OMIM:616724,3,0,1
6676,OMIM:616726,8,3,5
6677,OMIM:616728,38,0,4
6678,OMIM:616730,27,6,3
6679,OMIM:616732,11,7,0
6680,OMIM:616733,22,4,2
6681,OMIM:616734,38,3,2
6682,OMIM:616736,8,0,2
6683,OMIM:616737,60,7,8
6684,OMIM:616738,12,5,3
6685,OMIM:616739,7,2,2
6686,OMIM:616740,8,7,3
6687,OMIM:616744,13,10,1
6688,OMIM:616749,18,2,4
6689,OMIM:616756,26,4,4
6690,OMIM:616760,6,1,1
6691,OMIM:616763,12,1,2
6692,OMIM:616777,28,3,6
6693,OMIM:616779,15,3,3
6694,OMIM:616780,4,0,0
6695,OMIM:616781,9,0,0
6696,OMIM:616784,16,1,3
6697,OMIM:616788,21,4,0
6698,OMIM:616789,32,3,7
6699,OMIM:616794,14,3,6
6700,OMIM:616795,22,2,3
6701,OMIM:616801,49,1,6
6702,OMIM:616803,27,2,1
6703,OMIM:616806,5,0,1
6704,OMIM:616809,40,7,8
6705,OMIM:616811,24,4,5
6706,OMIM:616812,20,5,2
6707,OMIM:616814,2,0,0
6708,OMIM:616816,16,0,4
6709,OMIM:616817,42,4,4
6710,OMIM:616818,7,5,1
6711,OMIM:616819,20,2,3
6712,OMIM:616827,14,1,4
6713,OMIM:616828,20,14,0
6714,OMIM:616829,10,4,1
6715,OMIM:616831,29,7,6
6716,OMIM:616833,6,1,4
6717,OMIM:616834,15,7,1
6718,OMIM:616835,41,3,5
6719,OMIM:616839,3,0,0
6720,OMIM:616840,16,0,2
6721,OMIM:616843,25,5,12
6722,OMIM:616849,12,0,1
6723,OMIM:616851,2,1,1
6724,OMIM:616852,22,1,2
6725,OMIM:616854,27,5,1
6726,OMIM:616858,6,2,5
6727,OMIM:616859,17,2,1
6728,OMIM:616860,10,10,2
6729,OMIM:616863,23,3,4
6730,OMIM:616866,30,1,6
6731,OMIM:616867,23,0,6
6732,OMIM:616868,5,2,1
6733,OMIM:616871,11,7,1
6734,OMIM:616873,10,4,6
6735,OMIM:616875,34,6,4
6736,OMIM:616878,40,9,4
6737,OMIM:616881,17,1,3
6738,OMIM:616882,2,1,0
6739,OMIM:616887,6,2,1
6740,OMIM:616890,7,0,1
6741,OMIM:616892,5,2,2
6742,OMIM:616893,3,1,2
6743,OMIM:616894,51,1,5
6744,OMIM:616896,14,1,5
6745,OMIM:616897,45,3,10
6746,OMIM:616898,17,4,1
6747,OMIM:616900,42,2,8
6748,OMIM:616901,22,2,1
6749,OMIM:616902,7,2,2
6750,OMIM:616907,21,1,0
6751,OMIM:616910,20,4,0
6752,OMIM:616911,10,4,0
6753,OMIM:616913,3,4,0
6754,OMIM:616914,46,8,2
6755,OMIM:616917,16,1,3
6756,OMIM:616920,39,2,2
6757,OMIM:616921,16,0,0
6758,OMIM:616922,5,1,1
6759,OMIM:616924,25,4,2
6760,OMIM:616937,10,3,1
6761,OMIM:616938,29,2,4
6762,OMIM:616939,6,1,0
6763,OMIM:616941,5,4,1
6764,OMIM:616943,21,5,1
6765,OMIM:616944,11,2,2
6766,OMIM:616946,4,2,1
6767,OMIM:616947,4,1,0
6768,OMIM:616948,14,2,2
6769,OMIM:616949,8,2,1
6770,OMIM:616950,4,3,3
6771,OMIM:616954,14,1,3
6772,OMIM:616959,14,8,2
6773,OMIM:616963,7,1,2
6774,OMIM:616968,5,0,1
6775,OMIM:616969,5,0,0
6776,OMIM:616973,79,9,7
6777,OMIM:616974,11,3,1
6778,OMIM:616975,64,4,7
6779,OMIM:616977,50,5,5
6780,OMIM:616981,24,2,4
6781,OMIM:616994,11,1,2
6782,OMIM:617004,3,2,1
6783,OMIM:617006,7,5,2
6784,OMIM:617008,20,1,2
6785,OMIM:617011,40,2,2
6786,OMIM:617013,41,5,6
6787,OMIM:617014,2,1,0
6788,OMIM:617017,11,1,1
6789,OMIM:617018,22,1,3
6790,OMIM:617020,10,2,1
6791,OMIM:617021,13,5,1
6792,OMIM:617022,19,1,7
6793,OMIM:617023,4,2,1
6794,OMIM:617024,4,2,1
6795,OMIM:617025,1,1,0
6796,OMIM:617026,13,1,1
6797,OMIM:617027,2,1,0
6798,OMIM:617028,3,1,1
6799,OMIM:617030,8,1,3
6800,OMIM:617035,4,0,0
6801,OMIM:617039,2,0,0
6802,OMIM:617041,6,0,1
6803,OMIM:617044,17,3,6
6804,OMIM:617046,6,0,1
6805,OMIM:617047,18,2,6
6806,OMIM:617049,14,10,4
6807,OMIM:617050,25,5,2
6808,OMIM:617051,11,3,2
6809,OMIM:617052,39,8,2
6810,OMIM:617053,32,14,4
6811,OMIM:617054,11,0,5
6812,OMIM:617055,11,2,1
6813,OMIM:617056,12,4,1
6814,OMIM:617061,65,6,6
6815,OMIM:617062,33,4,3
6816,OMIM:617063,39,2,3
6817,OMIM:617065,20,1,1
6818,OMIM:617066,15,1,1
6819,OMIM:617068,6,4,0
6820,OMIM:617069,11,6,1
6821,OMIM:617070,17,7,1
6822,OMIM:617072,8,1,2
6823,OMIM:617073,6,0,0
6824,OMIM:617075,2,0,1
6825,OMIM:617080,2,0,0
6826,OMIM:617082,14,2,2
6827,OMIM:617086,17,2,4
6828,OMIM:617087,16,2,2
6829,OMIM:617088,33,3,2
6830,OMIM:617090,21,1,1
6831,OMIM:617091,8,3,2
6832,OMIM:617092,7,2,4
6833,OMIM:617093,17,2,3
6834,OMIM:617099,14,7,3
6835,OMIM:617100,4,2,3
6836,OMIM:617101,17,2,2
6837,OMIM:617102,29,2,1
6838,OMIM:617105,19,2,2
6839,OMIM:617106,16,1,2
6840,OMIM:617107,27,2,8
6841,OMIM:617108,1,0,1
6842,OMIM:617111,4,2,1
6843,OMIM:617113,17,1,0
6844,OMIM:617114,34,3,5
6845,OMIM:617115,3,0,0
6846,OMIM:617116,3,0,0
6847,OMIM:617118,4,0,0
6848,OMIM:617119,10,6,4
6849,OMIM:617120,7,1,0
6850,OMIM:617121,20,3,1
6851,OMIM:617123,7,3,3
6852,OMIM:617125,1,1,0
6853,OMIM:617126,22,2,1
6854,OMIM:617127,12,0,1
6855,OMIM:617132,19,3,5
6856,OMIM:617133,8,2,1
6857,OMIM:617137,50,4,6
6858,OMIM:617140,79,6,9
6859,OMIM:617141,6,1,1
6860,OMIM:617142,3,3,0
6861,OMIM:617143,21,2,4
6862,OMIM:617145,23,1,2
6863,OMIM:617146,34,2,3
6864,OMIM:617153,11,1,0
6865,OMIM:617156,12,7,2
6866,OMIM:617157,29,2,4
6867,OMIM:617158,14,2,1
6868,OMIM:617159,41,3,5
6869,OMIM:617162,17,2,3
6870,OMIM:617164,29,3,2
6871,OMIM:617166,21,3,3
6872,OMIM:617168,14,1,3
6873,OMIM:617169,18,1,1
6874,OMIM:617171,14,3,1
6875,OMIM:617173,11,2,1
6876,OMIM:617174,8,2,2
6877,OMIM:617175,9,8,1
6878,OMIM:617180,18,1,4
6879,OMIM:617182,10,1,1
6880,OMIM:617183,36,5,6
6881,OMIM:617184,14,4,7
6882,OMIM:617186,37,5,5
6883,OMIM:617187,4,0,0
6884,OMIM:617188,18,3,4
6885,OMIM:617190,24,2,2
6886,OMIM:617193,55,4,9
6887,OMIM:617194,4,0,2
6888,OMIM:617201,18,2,3
6889,OMIM:617205,14,0,1
6890,OMIM:617207,23,3,2
6891,OMIM:617213,2,0,0
6892,OMIM:617214,2,0,0
6893,OMIM:617217,4,0,0
6894,OMIM:617219,15,1,3
6895,OMIM:617222,11,2,4
6896,OMIM:617223,2,0,0
6897,OMIM:617225,30,3,2
6898,OMIM:617228,13,3,2
6899,OMIM:617232,6,1,1
6900,OMIM:617234,2,0,1
6901,OMIM:617235,16,2,3
6902,OMIM:617236,9,4,0
6903,OMIM:617237,22,6,3
6904,OMIM:617238,2,0,0
6905,OMIM:617239,13,0,0
6906,OMIM:617241,15,4,2
6907,OMIM:617243,8,3,0
6908,OMIM:617244,6,2,0
6909,OMIM:617247,13,0,0
6910,OMIM:617248,20,3,4
6911,OMIM:617251,3,1,2
6912,OMIM:617252,2,1,2
6913,OMIM:617253,23,12,8
6914,OMIM:617255,26,4,7
6915,OMIM:617258,45,5,4
6916,OMIM:617260,41,3,4
6917,OMIM:617268,31,5,3
6918,OMIM:617270,17,4,3
6919,OMIM:617271,5,4,3
6920,OMIM:617272,3,2,1
6921,OMIM:617275,2,0,0
6922,OMIM:617276,28,3,2
6923,OMIM:617280,7,0,2
6924,OMIM:617281,22,0,3
6925,OMIM:617282,19,1,1
6926,OMIM:617284,28,1,1
6927,OMIM:617290,13,2,2
6928,OMIM:617294,8,5,3
6929,OMIM:617296,33,4,3
6930,OMIM:617297,7,1,1
6931,OMIM:617300,9,1,4
6932,OMIM:617301,34,0,5
6933,OMIM:617302,23,4,3
6934,OMIM:617303,57,12,13
6935,OMIM:617304,5,2,3
6936,OMIM:617306,11,0,0
6937,OMIM:617308,11,2,3
6938,OMIM:617315,5,1,2
6939,OMIM:617319,10,3,1
6940,OMIM:617320,1,1,0
6941,OMIM:617321,13,9,3
6942,OMIM:617323,3,2,0
6943,OMIM:617330,63,3,9
6944,OMIM:617333,29,1,4
6945,OMIM:617336,18,2,5
6946,OMIM:617337,10,1,1
6947,OMIM:617339,21,3,6
6948,OMIM:617341,10,3,1
6949,OMIM:617343,4,2,1
6950,OMIM:617349,4,1,1
6951,OMIM:617350,13,1,0
6952,OMIM:617352,17,2,0
6953,OMIM:617360,64,4,8
6954,OMIM:617364,18,1,3
6955,OMIM:617370,11,2,1
6956,OMIM:617383,4,0,0
6957,OMIM:617384,15,1,3
6958,OMIM:617388,19,10,5
6959,OMIM:617389,12,4,0
6960,OMIM:617391,10,1,2
6961,OMIM:617392,8,0,1
6962,OMIM:617393,16,3,2
6963,OMIM:617394,18,13,6
6964,OMIM:617395,11,1,0
6965,OMIM:617396,25,0,1
6966,OMIM:617397,22,7,3
6967,OMIM:617402,32,1,4
6968,OMIM:617403,31,2,6
6969,OMIM:617404,19,3,0
6970,OMIM:617405,13,0,1
6971,OMIM:617406,15,8,5
6972,OMIM:617408,3,1,1
6973,OMIM:617409,1,2,0
6974,OMIM:617412,28,1,2
6975,OMIM:617425,29,6,1
6976,OMIM:617432,10,1,0
6977,OMIM:617433,6,3,2
6978,OMIM:617435,28,4,6
6979,OMIM:617439,4,0,1
6980,OMIM:617441,5,3,1
6981,OMIM:617442,6,1,1
6982,OMIM:617443,5,6,2
6983,OMIM:617450,27,3,4
6984,OMIM:617452,49,2,9
6985,OMIM:617460,5,3,2
6986,OMIM:617466,11,0,1
6987,OMIM:617468,28,0,4
6988,OMIM:617475,27,11,5
6989,OMIM:617478,22,5,7
6990,OMIM:617480,5,0,0
6991,OMIM:617481,24,2,5
6992,OMIM:617493,20,2,3
6993,OMIM:617506,77,4,11
6994,OMIM:617507,27,2,3
6995,OMIM:617514,16,8,8
6996,OMIM:617516,35,3,6
6997,OMIM:617519,37,3,3
6998,OMIM:617520,4,2,0
6999,OMIM:617523,19,3,1
7000,OMIM:617524,3,2,1
7001,OMIM:617525,5,1,0
7002,OMIM:617526,6,2,1
7003,OMIM:617527,49,4,6
7004,OMIM:617532,14,2,0
7005,OMIM:617537,23,2,3
7006,OMIM:617540,2,1,1
7007,OMIM:617542,21,1,2
7008,OMIM:617547,4,3,2
7009,OMIM:617557,24,1,2
7010,OMIM:617560,23,1,2
7011,OMIM:617561,41,4,4
7012,OMIM:617562,10,2,1
7013,OMIM:617563,20,2,2
7014,OMIM:617564,11,0,1
7015,OMIM:617565,8,3,0
7016,OMIM:617571,5,1,1
7017,OMIM:617572,4,1,1
7018,OMIM:617574,5,1,1
7019,OMIM:617575,29,7,2
7020,OMIM:617576,5,0,0
7021,OMIM:617577,10,2,3
7022,OMIM:617584,12,0,1
7023,OMIM:617585,4,3,1
7024,OMIM:617591,17,18,1
7025,OMIM:617592,5,0,0
7026,OMIM:617593,6,0,0
7027,OMIM:617595,40,5,3
7028,OMIM:617596,2,0,0
7029,OMIM:617598,8,0,1
7030,OMIM:617599,25,2,2
7031,OMIM:617600,32,4,3
7032,OMIM:617601,15,1,2
7033,OMIM:617602,32,3,5
7034,OMIM:617604,20,1,0
7035,OMIM:617605,4,0,0
7036,OMIM:617606,5,0,0
7037,OMIM:617607,4,0,0
7038,OMIM:617609,5,4,1
7039,OMIM:617610,4,2,3
7040,OMIM:617613,17,3,1
7041,OMIM:617616,26,2,3
7042,OMIM:617622,21,4,2
7043,OMIM:617626,3,0,0
7044,OMIM:617629,3,0,0
7045,OMIM:617633,17,3,2
7046,OMIM:617635,28,2,4
7047,OMIM:617637,2,0,1
7048,OMIM:617638,3,3,1
7049,OMIM:617639,2,0,1
7050,OMIM:617641,40,3,3
7051,OMIM:617642,2,0,0
7052,OMIM:617643,10,1,1
7053,OMIM:617644,4,0,0
7054,OMIM:617654,5,0,0
7055,OMIM:617660,22,1,1
7056,OMIM:617661,20,0,1
7057,OMIM:617662,15,2,2
7058,OMIM:617663,2,0,1
7059,OMIM:617664,24,2,4
7060,OMIM:617665,20,1,0
7061,OMIM:617666,11,0,0
7062,OMIM:617667,11,0,1
7063,OMIM:617668,15,3,5
7064,OMIM:617669,24,1,2
7065,OMIM:617671,10,8,2
7066,OMIM:617672,23,2,3
7067,OMIM:617675,38,7,5
7068,OMIM:617681,11,2,0
7069,OMIM:617682,11,1,2
7070,OMIM:617690,5,1,0
7071,OMIM:617691,15,2,4
7072,OMIM:617694,42,3,2
7073,OMIM:617695,32,3,6
7074,OMIM:617698,32,5,6
7075,OMIM:617706,5,0,1
7076,OMIM:617707,3,0,0
7077,OMIM:617709,9,2,1
7078,OMIM:617710,39,8,7
7079,OMIM:617711,16,2,2
7080,OMIM:617712,2,0,0
7081,OMIM:617713,18,8,4
7082,OMIM:617717,6,3,1
7083,OMIM:617718,7,5,1
7084,OMIM:617719,11,0,0
7085,OMIM:617721,7,0,1
7086,OMIM:617729,41,8,4
7087,OMIM:617730,20,3,2
7088,OMIM:617731,19,2,3
7089,OMIM:617732,9,0,2
7090,OMIM:617743,4,0,0
7091,OMIM:617744,20,5,8
7092,OMIM:617746,32,2,2
7093,OMIM:617751,45,4,6
7094,OMIM:617752,36,4,4
7095,OMIM:617755,26,1,2
7096,OMIM:617756,4,1,1
7097,OMIM:617757,18,1,2
7098,OMIM:617760,16,3,3
7099,OMIM:617761,11,0,0
7100,OMIM:617762,22,2,1
7101,OMIM:617763,28,7,5
7102,OMIM:617765,7,5,2
7103,OMIM:617767,6,0,0
7104,OMIM:617768,17,3,3
7105,OMIM:617769,9,2,2
7106,OMIM:617770,12,2,3
7107,OMIM:617771,11,0,0
7108,OMIM:617772,8,5,2
7109,OMIM:617773,47,3,4
7110,OMIM:617780,15,9,4
7111,OMIM:617781,5,2,2
7112,OMIM:617783,3,2,0
7113,OMIM:617784,17,1,2
7114,OMIM:617787,9,2,2
7115,OMIM:617788,35,7,6
7116,OMIM:617796,54,5,6
7117,OMIM:617798,40,5,7
7118,OMIM:617799,56,9,8
7119,OMIM:617800,14,1,1
7120,OMIM:617802,39,4,6
7121,OMIM:617804,27,2,4
7122,OMIM:617805,8,0,2
7123,OMIM:617807,33,2,3
7124,OMIM:617808,41,3,3
7125,OMIM:617809,18,2,8
7126,OMIM:617810,27,4,3
7127,OMIM:617816,5,1,1
7128,OMIM:617820,24,4,4
7129,OMIM:617821,19,1,3
7130,OMIM:617822,44,4,5
7131,OMIM:617825,1,3,1
7132,OMIM:617827,14,7,2
7133,OMIM:617829,18,2,2
7134,OMIM:617830,17,2,4
7135,OMIM:617831,18,2,2
7136,OMIM:617836,17,1,3
7137,OMIM:617839,7,1,2
7138,OMIM:617854,17,1,0
7139,OMIM:617862,19,2,2
7140,OMIM:617863,8,1,2
7141,OMIM:617864,25,2,3
7142,OMIM:617865,30,1,5
7143,OMIM:617866,26,2,1
7144,OMIM:617871,1,1,0
7145,OMIM:617872,11,3,0
7146,OMIM:617873,18,2,1
7147,OMIM:617874,1,1,2
7148,OMIM:617875,1,1,2
7149,OMIM:617877,35,0,3
7150,OMIM:617879,3,3,0
7151,OMIM:617882,21,3,1
7152,OMIM:617883,26,2,1
7153,OMIM:617885,8,6,4
7154,OMIM:617892,7,0,1
7155,OMIM:617895,29,0,2
7156,OMIM:617898,7,0,0
7157,OMIM:617899,14,3,4
7158,OMIM:617900,12,2,0
7159,OMIM:617903,16,2,0
7160,OMIM:617904,13,2,2
7161,OMIM:617907,3,4,0
7162,OMIM:617911,3,2,0
7163,OMIM:617912,11,0,2
7164,OMIM:617913,20,3,5
7165,OMIM:617914,16,3,1
7166,OMIM:617915,12,2,3
7167,OMIM:617916,15,1,4
7168,OMIM:617917,15,2,3
7169,OMIM:617920,3,1,1
7170,OMIM:617921,3,1,0
7171,OMIM:617924,5,1,0
7172,OMIM:617925,43,1,3
7173,OMIM:617926,24,1,2
7174,OMIM:617927,22,1,0
7175,OMIM:617928,2,1,0
7176,OMIM:617929,5,1,0
7177,OMIM:617930,22,2,2
7178,OMIM:617931,23,1,1
7179,OMIM:617933,16,1,2
7180,OMIM:617935,16,0,1
7181,OMIM:617936,2,0,0
7182,OMIM:617938,20,1,3
7183,OMIM:617941,23,8,6
7184,OMIM:617948,6,2,0
7185,OMIM:617950,20,6,0
7186,OMIM:617951,34,4,5
7187,OMIM:617952,21,0,1
7188,OMIM:617954,21,5,3
7189,OMIM:617959,6,0,0
7190,OMIM:617960,4,0,1
7191,OMIM:617961,3,0,0
7192,OMIM:617964,37,2,3
7193,OMIM:617965,2,0,0
7194,OMIM:617967,11,0,2
7195,OMIM:617971,2,2,0
7196,OMIM:617973,3,2,0
7197,OMIM:617974,13,0,0
7198,OMIM:617976,18,1,2
7199,OMIM:617977,13,2,2
7200,OMIM:617980,2,3,0
7201,OMIM:617981,2,3,0
7202,OMIM:617982,34,2,5
7203,OMIM:617983,5,1,1
7204,OMIM:617984,5,0,0
7205,OMIM:617985,5,1,0
7206,OMIM:617988,44,7,3
7207,OMIM:617991,29,5,3
7208,OMIM:617992,8,0,1
7209,OMIM:617993,4,0,1
7210,OMIM:617994,10,3,4
7211,OMIM:617996,2,0,0
7212,OMIM:618000,39,5,4
7213,OMIM:618003,5,1,1
7214,OMIM:618004,25,1,3
7215,OMIM:618005,30,3,3
7216,OMIM:618006,23,3,7
7217,OMIM:618008,16,1,2
7218,OMIM:618009,20,1,3
7219,OMIM:618010,18,2,0
7220,OMIM:618011,22,0,3
7221,OMIM:618012,21,3,3
7222,OMIM:618013,4,0,0
7223,OMIM:618014,3,2,1
7224,OMIM:618015,3,2,0
7225,OMIM:618019,46,0,2
7226,OMIM:618021,9,0,2
7227,OMIM:618022,10,0,0
7228,OMIM:618027,51,4,9
7229,OMIM:618031,3,2,0
7230,OMIM:618036,9,0,1
7231,OMIM:618042,11,3,3
7232,OMIM:618048,24,10,4
7233,OMIM:618049,28,3,0
7234,OMIM:618050,50,6,4
7235,OMIM:618052,20,0,11
7236,OMIM:618056,28,4,5
7237,OMIM:618057,2,0,0
7238,OMIM:618060,26,3,4
7239,OMIM:618061,8,4,2
7240,OMIM:618063,10,1,2
7241,OMIM:618065,42,3,6
7242,OMIM:618067,26,5,4
7243,OMIM:618074,2,1,0
7244,OMIM:618075,4,1,0
7245,OMIM:618076,20,1,3
7246,OMIM:618077,3,2,0
7247,OMIM:618078,2,0,0
7248,OMIM:618084,3,0,2
7249,OMIM:618086,4,1,1
7250,OMIM:618087,26,3,1
7251,OMIM:618088,21,2,2
7252,OMIM:618089,34,2,1
7253,OMIM:618090,14,1,4
7254,OMIM:618091,2,0,0
7255,OMIM:618092,25,5,1
7256,OMIM:618093,21,4,3
7257,OMIM:618094,3,0,0
7258,OMIM:618095,10,1,3
7259,OMIM:618096,2,0,0
7260,OMIM:618097,10,4,1
7261,OMIM:618098,19,5,2
7262,OMIM:618103,13,3,3
7263,OMIM:618106,39,2,3
7264,OMIM:618107,10,5,1
7265,OMIM:618108,10,7,4
7266,OMIM:618109,36,4,1
7267,OMIM:618110,3,0,1
7268,OMIM:618112,5,0,0
7269,OMIM:618113,3,0,1
7270,OMIM:618114,7,5,0
7271,OMIM:618115,3,0,0
7272,OMIM:618116,15,6,1
7273,OMIM:618117,5,1,0
7274,OMIM:618120,19,5,2
7275,OMIM:618123,6,0,0
7276,OMIM:618124,31,6,4
7277,OMIM:618126,4,3,0
7278,OMIM:618129,13,3,0
7279,OMIM:618131,27,17,9
7280,OMIM:618135,7,2,1
7281,OMIM:618138,26,2,2
7282,OMIM:618140,2,0,1
7283,OMIM:618141,13,0,1
7284,OMIM:618142,34,0,2
7285,OMIM:618143,58,6,15
7286,OMIM:618144,9,3,2
7287,OMIM:618145,2,0,0
7288,OMIM:618147,16,0,0
7289,OMIM:618148,5,1,1
7290,OMIM:618150,26,1,3
7291,OMIM:618152,5,0,0
7292,OMIM:618153,5,0,0
7293,OMIM:618154,10,0,4
7294,OMIM:618155,12,1,0
7295,OMIM:618156,27,5,4
7296,OMIM:618157,6,1,2
7297,OMIM:618158,21,2,4
7298,OMIM:618160,7,0,3
7299,OMIM:618161,21,4,4
7300,OMIM:618162,22,3,5
7301,OMIM:618164,29,1,5
7302,OMIM:618165,9,3,0
7303,OMIM:618167,13,0,1
7304,OMIM:618168,3,1,0
7305,OMIM:618170,28,1,2
7306,OMIM:618173,7,5,4
7307,OMIM:618174,17,1,3
7308,OMIM:618175,27,7,6
7309,OMIM:618176,6,3,2
7310,OMIM:618177,7,2,2
7311,OMIM:618178,5,1,1
7312,OMIM:618179,5,0,0
7313,OMIM:618180,8,0,2
7314,OMIM:618182,6,1,0
7315,OMIM:618183,14,10,6
7316,OMIM:618184,24,0,4
7317,OMIM:618185,6,0,3
7318,OMIM:618186,29,2,7
7319,OMIM:618187,6,2,1
7320,OMIM:618188,11,0,3
7321,OMIM:618189,10,2,2
7322,OMIM:618193,22,1,2
7323,OMIM:618195,6,5,0
7324,OMIM:618196,3,1,0
7325,OMIM:618197,10,1,1
7326,OMIM:618198,15,0,4
7327,OMIM:618201,17,0,0
7328,OMIM:618204,6,8,1
7329,OMIM:618205,30,3,1
7330,OMIM:618213,20,7,4
7331,OMIM:618218,27,2,3
7332,OMIM:618219,3,0,0
7333,OMIM:618220,3,2,1
7334,OMIM:618221,12,3,3
7335,OMIM:618222,28,4,4
7336,OMIM:618223,32,5,4
7337,OMIM:618224,15,2,1
7338,OMIM:618225,15,1,1
7339,OMIM:618226,28,3,2
7340,OMIM:618228,14,1,1
7341,OMIM:618229,12,1,1
7342,OMIM:618230,9,3,1
7343,OMIM:618231,3,2,2
7344,OMIM:618232,8,1,1
7345,OMIM:618233,16,0,3
7346,OMIM:618234,16,4,3
7347,OMIM:618235,9,1,3
7348,OMIM:618236,12,2,1
7349,OMIM:618237,23,4,5
7350,OMIM:618238,21,3,1
7351,OMIM:618239,15,2,1
7352,OMIM:618240,13,1,3
7353,OMIM:618241,21,3,6
7354,OMIM:618242,18,0,0
7355,OMIM:618243,8,1,1
7356,OMIM:618244,14,2,2
7357,OMIM:618245,5,1,0
7358,OMIM:618246,10,1,0
7359,OMIM:618247,15,4,4
7360,OMIM:618248,7,0,0
7361,OMIM:618249,19,1,2
7362,OMIM:618250,10,2,3
7363,OMIM:618251,19,1,2
7364,OMIM:618252,7,2,2
7365,OMIM:618253,17,2,2
7366,OMIM:618254,10,1,3
7367,OMIM:618257,3,0,0
7368,OMIM:618261,7,5,3
7369,OMIM:618264,2,0,0
7370,OMIM:618265,13,2,1
7371,OMIM:618266,10,0,1
7372,OMIM:618267,4,1,0
7373,OMIM:618268,51,10,12
7374,OMIM:618270,5,1,2
7375,OMIM:618272,7,0,2
7376,OMIM:618273,13,0,1
7377,OMIM:618275,3,0,0
7378,OMIM:618276,33,1,6
7379,OMIM:618278,38,13,4
7380,OMIM:618279,8,0,1
7381,OMIM:618280,35,5,6
7382,OMIM:618282,11,9,2
7383,OMIM:618283,7,2,0
7384,OMIM:618284,12,1,3
7385,OMIM:618285,21,1,2
7386,OMIM:618286,14,2,1
