,disease_id,v_count,p_count,k_count
2492,OMIM:256150,10,5,5
2493,OMIM:256200,9,0,1
2494,OMIM:256300,18,6,2
2495,OMIM:256370,8,1,1
2496,OMIM:256450,6,2,2
2497,OMIM:256500,16,8,1
2498,OMIM:256520,44,3,8
2499,OMIM:256540,11,4,2
2500,OMIM:256550,22,11,8
2501,OMIM:256600,32,6,5
2502,OMIM:256700,20,6,2
2503,OMIM:256710,11,5,1
2504,OMIM:256730,24,8,2
2505,OMIM:256731,16,7,4
2506,OMIM:256800,20,13,2
2507,OMIM:256810,29,12,1
2508,OMIM:256840,19,2,0
2509,OMIM:256850,31,4,4
2510,OMIM:256870,5,2,0
2511,OMIM:257100,4,1,1
2512,OMIM:257150,2,1,0
2513,OMIM:257200,30,12,10
2514,OMIM:257220,27,5,4
2515,OMIM:257270,3,2,1
2516,OMIM:257300,47,6,4
2517,OMIM:257320,12,0,2
2518,OMIM:257350,4,1,2
2519,OMIM:257400,3,0,0
2520,OMIM:257500,1,2,3
2521,OMIM:257550,4,1,2
2522,OMIM:257790,9,3,0
2523,OMIM:257800,6,3,1
2524,OMIM:257850,41,3,2
2525,OMIM:257910,7,3,0
2526,OMIM:257920,36,4,4
2527,OMIM:257960,17,5,1
2528,OMIM:257970,7,3,0
2529,OMIM:257980,33,7,3
2530,OMIM:258040,31,0,4
2531,OMIM:258100,2,1,0
2532,OMIM:258150,5,0,1
2533,OMIM:258200,2,1,0
2534,OMIM:258300,6,1,1
2535,OMIM:258315,36,0,3
2536,OMIM:258320,7,1,1
2537,OMIM:258360,12,3,1
2538,OMIM:258400,5,0,1
2539,OMIM:258450,58,11,7
2540,OMIM:258470,5,2,2
2541,OMIM:258480,47,3,3
2542,OMIM:258500,8,3,1
2543,OMIM:258501,11,4,0
2544,OMIM:258650,19,2,0
2545,OMIM:258660,2,0,0
2546,OMIM:258700,7,1,2
2547,OMIM:258800,3,0,0
2548,OMIM:258840,5,1,0
2549,OMIM:258850,16,1,0
2550,OMIM:258860,23,1,1
2551,OMIM:258865,24,3,1
2552,OMIM:258870,9,5,4
2553,OMIM:258900,11,7,2
2554,OMIM:259050,86,8,10
2555,OMIM:259100,22,7,2
2556,OMIM:259200,5,0,0
2557,OMIM:259270,5,1,1
2558,OMIM:259410,13,2,2
2559,OMIM:259420,26,1,1
2560,OMIM:259440,16,0,0
2561,OMIM:259450,19,0,3
2562,OMIM:259500,3,1,2
2563,OMIM:259600,52,2,6
2564,OMIM:259610,14,1,1
2565,OMIM:259650,3,0,0
2566,OMIM:259680,4,4,1
2567,OMIM:259690,6,1,0
2568,OMIM:259700,31,11,7
2569,OMIM:259710,19,8,3
2570,OMIM:259720,45,17,5
2571,OMIM:259730,12,7,1
2572,OMIM:259750,5,0,1
2573,OMIM:259770,19,3,6
2574,OMIM:259775,50,3,9
2575,OMIM:259780,15,0,0
2576,OMIM:259900,19,10,5
2577,OMIM:260000,4,3,1
2578,OMIM:260005,7,4,0
2579,OMIM:260100,2,1,0
2580,OMIM:260300,19,0,5
2581,OMIM:260350,5,2,1
2582,OMIM:260370,8,3,3
2583,OMIM:260400,29,9,5
2584,OMIM:260450,5,1,2
2585,OMIM:260470,2,1,0
2586,OMIM:260500,7,0,3
2587,OMIM:260530,6,0,0
2588,OMIM:260540,11,1,1
2589,OMIM:260565,30,2,2
2590,OMIM:260570,3,3,0
2591,OMIM:260600,24,2,2
2592,OMIM:260650,7,3,0
2593,OMIM:260660,38,1,4
2594,OMIM:260800,2,1,0
2595,OMIM:260910,3,2,1
2596,OMIM:260920,24,18,4
2597,OMIM:260970,6,0,0
2598,OMIM:261000,10,4,1
2599,OMIM:261100,11,4,1
2600,OMIM:261400,3,0,0
2601,OMIM:261500,2,0,0
2602,OMIM:261515,56,9,10
2603,OMIM:261540,92,5,7
2604,OMIM:261550,5,1,1
2605,OMIM:261590,1,1,0
2606,OMIM:261600,20,9,2
2607,OMIM:261630,14,4,4
2608,OMIM:261640,20,4,6
2609,OMIM:261650,5,1,1
2610,OMIM:261670,8,3,0
2611,OMIM:261680,15,8,3
2612,OMIM:261740,12,4,6
2613,OMIM:261750,5,2,3
2614,OMIM:261800,8,1,1
2615,OMIM:261900,9,1,0
2616,OMIM:261990,29,4,1
2617,OMIM:262000,9,4,1
2618,OMIM:262020,12,2,0
2619,OMIM:262190,19,5,5
2620,OMIM:262300,6,4,0
2621,OMIM:262400,9,1,1
2622,OMIM:262500,12,0,0
2623,OMIM:262600,8,2,1
2624,OMIM:262650,5,1,0
2625,OMIM:262700,9,3,2
2626,OMIM:262710,6,1,1
2627,OMIM:262800,1,5,1
2628,OMIM:262850,3,3,0
2629,OMIM:262875,3,0,0
2630,OMIM:262890,3,1,0
2631,OMIM:262900,7,1,1
2632,OMIM:263000,11,1,4
2633,OMIM:263100,4,2,2
2634,OMIM:263200,14,8,7
2635,OMIM:263210,32,1,6
2636,OMIM:263300,14,11,6
2637,OMIM:263400,15,7,3
2638,OMIM:263450,5,0,0
2639,OMIM:263520,37,3,7
2640,OMIM:263550,4,1,0
2641,OMIM:263570,15,1,1
2642,OMIM:263600,2,0,0
2643,OMIM:263610,2,0,1
2644,OMIM:263630,12,1,4
2645,OMIM:263650,64,5,9
2646,OMIM:263700,19,13,3
2647,OMIM:263750,28,2,2
2648,OMIM:263800,25,10,9
2649,OMIM:264010,8,2,1
2650,OMIM:264050,3,0,0
2651,OMIM:264060,3,0,0
2652,OMIM:264070,7,2,1
2653,OMIM:264080,3,0,0
2654,OMIM:264090,98,10,10
2655,OMIM:264110,3,0,1
2656,OMIM:264120,3,1,2
2657,OMIM:264140,7,1,2
2658,OMIM:264180,23,2,1
2659,OMIM:264270,7,1,0
2660,OMIM:264300,7,0,0
2661,OMIM:264350,11,7,2
2662,OMIM:264420,6,3,0
2663,OMIM:264470,29,7,6
2664,OMIM:264475,29,0,3
2665,OMIM:264480,38,0,1
2666,OMIM:264500,2,1,0
2667,OMIM:264600,11,0,0
2668,OMIM:264700,38,3,1
2669,OMIM:264800,21,12,8
2670,OMIM:265000,63,2,5
2671,OMIM:265050,34,2,2
2672,OMIM:265100,8,0,1
2673,OMIM:265120,17,2,4
2674,OMIM:265150,3,0,0
2675,OMIM:265200,2,0,1
2676,OMIM:265300,16,5,7
2677,OMIM:265380,76,6,13
2678,OMIM:265400,12,1,3
2679,OMIM:265430,3,0,1
2680,OMIM:265450,6,2,1
2681,OMIM:265500,3,0,1
2682,OMIM:265800,21,3,4
2683,OMIM:265850,5,0,0
2684,OMIM:265880,2,1,1
2685,OMIM:265900,14,2,4
2686,OMIM:265950,3,0,1
2687,OMIM:266100,16,1,1
2688,OMIM:266120,3,2,0
2689,OMIM:266130,10,6,0
2690,OMIM:266140,5,1,0
2691,OMIM:266150,15,6,0
2692,OMIM:266200,11,11,2
2693,OMIM:266250,8,2,3
2694,OMIM:266255,10,0,0
2695,OMIM:266265,25,10,6
2696,OMIM:266270,19,5,2
2697,OMIM:266280,16,5,1
2698,OMIM:266350,4,1,0
2699,OMIM:266400,3,0,0
2700,OMIM:266500,19,5,9
2701,OMIM:266510,21,7,2
2702,OMIM:266600,8,6,0
2703,OMIM:266810,13,1,1
2704,OMIM:266900,10,9,3
2705,OMIM:266920,91,21,15
2706,OMIM:267000,26,2,6
2707,OMIM:267010,20,7,3
2708,OMIM:267200,6,3,4
2709,OMIM:267300,2,1,1
2710,OMIM:267400,5,0,1
2711,OMIM:267430,9,4,1
2712,OMIM:267450,9,0,3
2713,OMIM:267500,7,4,1
2714,OMIM:267700,28,19,8
2715,OMIM:267730,3,0,1
2716,OMIM:267740,3,1,0
2717,OMIM:267750,55,8,7
2718,OMIM:267760,8,3,2
2719,OMIM:267800,3,2,0
2720,OMIM:267900,3,0,1
2721,OMIM:268000,5,2,1
2722,OMIM:268010,6,2,2
2723,OMIM:268020,17,8,5
2724,OMIM:268025,2,1,0
2725,OMIM:268040,8,5,0
2726,OMIM:268060,5,2,0
2727,OMIM:268080,6,3,2
2728,OMIM:268100,4,5,4
2729,OMIM:268130,21,5,3
2730,OMIM:268150,3,4,0
2731,OMIM:268200,10,5,1
2732,OMIM:268210,2,1,0
2733,OMIM:268220,2,1,0
2734,OMIM:268250,10,0,1
2735,OMIM:268300,61,4,5
2736,OMIM:268305,43,1,2
2737,OMIM:268310,77,2,9
2738,OMIM:268315,15,7,4
2739,OMIM:268320,13,3,2
2740,OMIM:268400,48,9,3
2741,OMIM:268650,16,0,2
2742,OMIM:268700,7,2,2
2743,OMIM:268800,34,8,7
2744,OMIM:268850,29,3,4
2745,OMIM:268900,2,0,0
2746,OMIM:269000,25,0,1
2747,OMIM:269150,61,3,6
2748,OMIM:269160,3,0,0
2749,OMIM:269200,12,10,4
2750,OMIM:269250,33,1,1
2751,OMIM:269300,27,2,3
2752,OMIM:269400,5,3,1
2753,OMIM:269500,37,3,5
2754,OMIM:269600,10,6,1
2755,OMIM:269630,4,0,0
2756,OMIM:269650,3,0,1
2757,OMIM:269700,34,13,10
2758,OMIM:269720,5,0,2
2759,OMIM:269800,2,0,1
2760,OMIM:269840,9,8,3
2761,OMIM:269860,54,3,8
2762,OMIM:269880,39,9,4
2763,OMIM:269920,27,6,7
2764,OMIM:269921,30,3,1
2765,OMIM:270100,31,2,4
2766,OMIM:270150,6,0,2
2767,OMIM:270200,24,9,1
2768,OMIM:270220,9,1,0
2769,OMIM:270300,11,3,1
2770,OMIM:270350,2,0,0
2771,OMIM:270400,111,19,14
2772,OMIM:270420,15,3,1
2773,OMIM:270425,2,0,0
2774,OMIM:270450,47,5,6
2775,OMIM:270460,5,1,2
2776,OMIM:270500,22,3,0
2777,OMIM:270550,36,2,2
2778,OMIM:270600,3,1,0
2779,OMIM:270685,22,2,1
2780,OMIM:270700,27,6,0
2781,OMIM:270750,13,2,0
2782,OMIM:270800,29,4,2
2783,OMIM:270850,3,2,0
2784,OMIM:270950,4,3,1
2785,OMIM:270960,5,0,0
2786,OMIM:270970,3,1,0
2787,OMIM:271109,4,1,0
2788,OMIM:271110,3,1,0
2789,OMIM:271150,20,3,3
2790,OMIM:271200,7,0,0
2791,OMIM:271220,4,0,0
2792,OMIM:271225,17,1,2
2793,OMIM:271245,26,3,6
2794,OMIM:271250,5,1,2
2795,OMIM:271270,19,1,1
2796,OMIM:271310,5,3,1
2797,OMIM:271320,6,3,1
2798,OMIM:271322,10,0,1
2799,OMIM:271400,4,1,1
2800,OMIM:271500,7,6,3
2801,OMIM:271510,37,3,2
2802,OMIM:271520,23,1,1
2803,OMIM:271530,18,1,0
2804,OMIM:271600,8,0,2
2805,OMIM:271620,6,1,0
2806,OMIM:271630,16,0,0
2807,OMIM:271640,67,3,7
2808,OMIM:271650,22,0,2
2809,OMIM:271665,50,0,4
2810,OMIM:271700,30,0,3
2811,OMIM:271900,20,5,3
2812,OMIM:271930,10,1,1
2813,OMIM:271950,2,0,0
2814,OMIM:271980,34,8,3
2815,OMIM:272000,3,1,0
2816,OMIM:272120,5,1,1
2817,OMIM:272150,6,0,1
2818,OMIM:272200,28,6,7
2819,OMIM:272300,33,8,7
2820,OMIM:272350,4,2,1
2821,OMIM:272430,31,5,3
2822,OMIM:272440,30,4,3
2823,OMIM:272450,3,0,0
2824,OMIM:272460,40,4,4
2825,OMIM:272600,3,1,0
2826,OMIM:272620,3,0,0
2827,OMIM:272650,4,2,0
2828,OMIM:272700,2,0,1
2829,OMIM:272750,25,2,2
2830,OMIM:272800,13,4,2
2831,OMIM:272950,44,2,4
2832,OMIM:272980,6,1,1
2833,OMIM:273000,2,0,0
2834,OMIM:273050,9,0,1
2835,OMIM:273120,7,1,2
2836,OMIM:273150,4,0,0
2837,OMIM:273250,10,4,2
2838,OMIM:273300,6,1,3
2839,OMIM:273390,17,2,2
2840,OMIM:273395,26,3,0
2841,OMIM:273400,15,2,1
2842,OMIM:273680,5,3,1
2843,OMIM:273730,8,0,2
2844,OMIM:273740,4,0,0
2845,OMIM:273750,37,1,1
2846,OMIM:273770,5,2,0
2847,OMIM:273800,9,12,5
2848,OMIM:273900,4,3,0
2849,OMIM:274000,77,12,5
2850,OMIM:274150,14,12,3
2851,OMIM:274190,6,0,2
2852,OMIM:274200,2,0,0
2853,OMIM:274205,7,2,1
2854,OMIM:274230,5,1,1
2855,OMIM:274240,8,3,1
2856,OMIM:274265,9,1,0
2857,OMIM:274270,25,3,3
2858,OMIM:274300,16,4,6
2859,OMIM:274400,8,2,3
2860,OMIM:274500,3,1,2
2861,OMIM:274600,6,3,2
2862,OMIM:274700,3,2,2
2863,OMIM:274800,3,2,1
2864,OMIM:274900,4,2,1
2865,OMIM:275000,13,5,4
2866,OMIM:275100,13,3,2
2867,OMIM:275120,7,2,2
2868,OMIM:275190,3,4,0
2869,OMIM:275200,5,2,1
2870,OMIM:275210,55,4,5
2871,OMIM:275220,3,0,0
2872,OMIM:275240,3,0,0
2873,OMIM:275250,2,0,0
2874,OMIM:275300,5,0,1
2875,OMIM:275350,16,7,2
2876,OMIM:275355,2,0,0
2877,OMIM:275370,2,1,1
2878,OMIM:275400,17,6,3
2879,OMIM:275450,8,1,0
2880,OMIM:275595,13,0,0
2881,OMIM:275630,13,4,2
2882,OMIM:275900,35,3,1
2883,OMIM:276100,4,4,0
2884,OMIM:276200,3,1,0
2885,OMIM:276300,18,9,6
2886,OMIM:276600,6,3,0
2887,OMIM:276700,25,18,8
2888,OMIM:276710,7,6,0
2889,OMIM:276800,2,1,0
2890,OMIM:276820,53,1,3
2891,OMIM:276821,7,1,1
2892,OMIM:276822,5,0,3
2893,OMIM:276880,10,5,2
2894,OMIM:276900,8,3,0
2895,OMIM:276901,3,1,0
2896,OMIM:276902,8,3,1
2897,OMIM:276904,4,1,0
2898,OMIM:276950,12,0,3
2899,OMIM:277000,5,0,0
2900,OMIM:277100,5,1,2
2901,OMIM:277150,11,2,0
2902,OMIM:277170,34,2,0
2903,OMIM:277175,4,5,2
2904,OMIM:277180,4,0,0
2905,OMIM:277200,2,0,0
2906,OMIM:277300,19,1,2
2907,OMIM:277320,12,0,0
2908,OMIM:277350,4,0,1
2909,OMIM:277380,27,14,0
2910,OMIM:277400,44,24,2
2911,OMIM:277410,21,12,0
2912,OMIM:277440,44,4,4
2913,OMIM:277450,11,11,3
2914,OMIM:277460,23,5,1
2915,OMIM:277470,25,2,5
2916,OMIM:277480,10,10,1
2917,OMIM:277580,12,7,0
2918,OMIM:277590,73,8,8
2919,OMIM:277600,33,4,5
2920,OMIM:277700,24,9,3
2921,OMIM:277720,27,0,2
2922,OMIM:277730,11,0,0
2923,OMIM:277740,5,2,1
2924,OMIM:277900,55,28,15
2925,OMIM:277950,12,1,3
2926,OMIM:277990,0,1,0
2927,OMIM:278000,35,27,11
2928,OMIM:278150,16,4,3
2929,OMIM:278200,5,0,1
2930,OMIM:278250,52,5,7
2931,OMIM:278300,8,2,1
2932,OMIM:278700,14,7,0
2933,OMIM:278720,9,9,1
2934,OMIM:278730,17,8,1
2935,OMIM:278740,8,8,1
2936,OMIM:278750,9,7,0
2937,OMIM:278760,25,7,1
2938,OMIM:278780,14,2,0
2939,OMIM:278800,36,7,3
2940,OMIM:278850,13,1,1
2941,OMIM:279000,5,1,2
2942,OMIM:280000,42,6,10
2943,OMIM:300000,41,4,3
2944,OMIM:300004,30,4,2
2945,OMIM:300009,25,6,8
2946,OMIM:300018,2,0,0
2947,OMIM:300029,10,6,1
2948,OMIM:300030,2,0,0
2949,OMIM:300042,4,1,0
2950,OMIM:300046,1,1,0
2951,OMIM:300047,1,1,0
2952,OMIM:300048,20,3,2
2953,OMIM:300049,16,5,3
2954,OMIM:300055,55,9,13
2955,OMIM:300062,5,1,0
2956,OMIM:300066,4,0,0
2957,OMIM:300067,17,1,1
2958,OMIM:300068,12,5,2
2959,OMIM:300071,6,3,0
2960,OMIM:300073,9,0,3
2961,OMIM:300076,9,0,2
2962,OMIM:300082,1,0,0
2963,OMIM:300085,2,1,0
2964,OMIM:300088,12,2,0
2965,OMIM:300100,29,7,4
2966,OMIM:300106,39,1,0
2967,OMIM:300114,27,6,2
2968,OMIM:300115,2,1,0
2969,OMIM:300123,7,1,1
2970,OMIM:300125,7,2,1
2971,OMIM:300143,18,2,1
2972,OMIM:300147,2,0,0
2973,OMIM:300148,39,5,4
2974,OMIM:300155,3,1,0
2975,OMIM:300158,8,0,1
2976,OMIM:300166,73,6,8
2977,OMIM:300194,24,4,0
2978,OMIM:300200,20,8,1
2979,OMIM:300209,38,6,8
2980,OMIM:300210,9,2,1
2981,OMIM:300211,1,0,1
2982,OMIM:300215,28,2,2
2983,OMIM:300216,2,1,1
2984,OMIM:300218,0,1,0
2985,OMIM:300219,26,0,4
2986,OMIM:300228,2,0,0
2987,OMIM:300232,39,3,3
2988,OMIM:300238,11,2,1
2989,OMIM:300243,38,3,6
2990,OMIM:300244,25,2,3
2991,OMIM:300245,3,0,0
2992,OMIM:300257,18,4,2
2993,OMIM:300260,63,6,9
2994,OMIM:300261,13,4,0
2995,OMIM:300262,0,1,0
2996,OMIM:300263,19,3,1
2997,OMIM:300266,20,4,0
2998,OMIM:300270,11,0,1
2999,OMIM:300271,10,2,1
3000,OMIM:300273,2,0,0
3001,OMIM:300280,31,2,4
3002,OMIM:300291,11,5,3
3003,OMIM:300299,6,3,0
3004,OMIM:300310,10,8,4
3005,OMIM:300321,11,0,2
3006,OMIM:300322,19,3,3
3007,OMIM:300323,4,1,2
3008,OMIM:300324,1,1,0
3009,OMIM:300337,20,4,0
3010,OMIM:300352,44,5,5
3011,OMIM:300354,48,2,5
3012,OMIM:300355,4,1,0
3013,OMIM:300367,7,5,0
3014,OMIM:300373,65,3,8
3015,OMIM:300376,10,2,2
3016,OMIM:300387,9,4,3
3017,OMIM:300388,9,0,1
3018,OMIM:300400,17,6,5
3019,OMIM:300419,12,2,1
3020,OMIM:300422,10,1,0
3021,OMIM:300423,30,2,4
3022,OMIM:300424,2,2,1
3023,OMIM:300425,10,3,4
3024,OMIM:300428,7,2,0
3025,OMIM:300431,25,3,4
3026,OMIM:300433,1,1,0
3027,OMIM:300434,20,2,2
3028,OMIM:300436,2,1,0
3029,OMIM:300438,24,8,3
3030,OMIM:300448,2,3,1
3031,OMIM:300454,3,2,0
3032,OMIM:300455,6,4,2
3033,OMIM:300471,8,2,1
3034,OMIM:300472,30,2,3
3035,OMIM:300475,17,3,2
3036,OMIM:300476,10,10,0
3037,OMIM:300484,17,3,1
3038,OMIM:300486,37,2,2
3039,OMIM:300489,12,1,1
3040,OMIM:300491,8,2,1
3041,OMIM:300494,9,1,2
3042,OMIM:300495,14,3,4
3043,OMIM:300496,11,3,4
3044,OMIM:300497,8,1,2
3045,OMIM:300498,6,1,0
3046,OMIM:300500,5,4,0
3047,OMIM:300505,3,1,0
3048,OMIM:300510,10,4,0
3049,OMIM:300511,3,2,0
3050,OMIM:300514,32,3,3
3051,OMIM:300518,6,2,1
3052,OMIM:300519,28,4,1
3053,OMIM:300523,34,3,4
3054,OMIM:300534,57,8,7
3055,OMIM:300539,6,4,1
3056,OMIM:300554,24,3,6
3057,OMIM:300555,14,6,3
3058,OMIM:300558,39,4,2
3059,OMIM:300559,15,5,3
3060,OMIM:300577,19,2,2
3061,OMIM:300578,18,10,3
3062,OMIM:300580,15,0,4
3063,OMIM:300582,2,0,0
3064,OMIM:300589,5,1,0
3065,OMIM:300590,36,3,2
3066,OMIM:300600,6,4,0
3067,OMIM:300602,22,2,4
3068,OMIM:300604,7,2,0
3069,OMIM:300607,8,2,2
3070,OMIM:300614,10,0,2
3071,OMIM:300615,8,7,1
3072,OMIM:300619,7,1,2
3073,OMIM:300622,2,0,1
3074,OMIM:300623,35,4,5
3075,OMIM:300624,25,2,2
3076,OMIM:300633,2,0,0
3077,OMIM:300635,13,16,4
3078,OMIM:300636,6,3,2
3079,OMIM:300643,6,1,0
3080,OMIM:300645,3,0,0
3081,OMIM:300650,6,4,0
3082,OMIM:300652,7,1,1
3083,OMIM:300653,17,6,2
3084,OMIM:300659,14,2,2
3085,OMIM:300660,16,2,1
3086,OMIM:300661,37,8,5
3087,OMIM:300672,32,2,3
3088,OMIM:300673,19,2,3
3089,OMIM:300676,25,3,1
3090,OMIM:300695,16,5,0
3091,OMIM:300696,22,3,3
3092,OMIM:300699,24,7,4
3093,OMIM:300700,4,4,0
3094,OMIM:300703,8,1,1
3095,OMIM:300705,4,1,1
3096,OMIM:300706,6,1,0
3097,OMIM:300707,24,0,2
3098,OMIM:300709,0,1,0
3099,OMIM:300712,41,2,6
3100,OMIM:300716,3,1,1
3101,OMIM:300717,10,3,1
3102,OMIM:300718,19,4,3
3103,OMIM:300719,4,3,1
3104,OMIM:300749,46,2,7
3105,OMIM:300750,9,0,1
3106,OMIM:300751,6,3,0
3107,OMIM:300752,4,4,1
3108,OMIM:300755,28,17,7
3109,OMIM:300758,2,0,0
3110,OMIM:300770,8,0,1
3111,OMIM:300778,2,1,0
3112,OMIM:300779,2,1,2
3113,OMIM:300799,9,2,0
3114,OMIM:300801,30,2,3
3115,OMIM:300802,2,1,0
3116,OMIM:300803,9,4,4
3117,OMIM:300804,17,5,1
3118,OMIM:300807,1,1,3
3119,OMIM:300813,2,0,0
3120,OMIM:300814,4,1,1
3121,OMIM:300816,21,3,3
3122,OMIM:300818,3,1,0
3123,OMIM:300830,9,3,1
3124,OMIM:300831,31,3,1
3125,OMIM:300833,2,0,0
3126,OMIM:300834,3,2,0
3127,OMIM:300835,14,4,1
3128,OMIM:300842,29,12,2
3129,OMIM:300843,4,3,2
3130,OMIM:300844,15,2,1
3131,OMIM:300845,25,4,2
3132,OMIM:300848,4,1,1
3133,OMIM:300849,8,4,1
3134,OMIM:300850,15,1,1
3135,OMIM:300851,6,1,0
3136,OMIM:300852,4,2,1
3137,OMIM:300853,19,14,9
3138,OMIM:300854,2,0,0
3139,OMIM:300855,117,17,18
3140,OMIM:300857,12,2,3
3141,OMIM:300858,9,1,3
3142,OMIM:300860,39,4,5
3143,OMIM:300861,20,4,1
3144,OMIM:300863,21,3,1
3145,OMIM:300864,16,1,0
3146,OMIM:300867,51,6,3
3147,OMIM:300868,67,9,15
3148,OMIM:300869,19,3,2
3149,OMIM:300872,5,2,2
3150,OMIM:300882,49,7,2
3151,OMIM:300884,35,5,2
3152,OMIM:300886,12,1,3
3153,OMIM:300887,23,5,1
3154,OMIM:300888,4,0,2
3155,OMIM:300894,20,3,4
3156,OMIM:300895,22,2,1
3157,OMIM:300896,38,7,3
3158,OMIM:300905,11,0,1
3159,OMIM:300908,15,12,0
3160,OMIM:300909,0,1,0
3161,OMIM:300911,9,0,2
3162,OMIM:300912,64,4,6
3163,OMIM:300914,4,0,0
3164,OMIM:300915,14,1,0
3165,OMIM:300918,6,5,3
3166,OMIM:300919,16,3,3
3167,OMIM:300923,5,1,1
3168,OMIM:300928,13,1,0
3169,OMIM:300934,22,2,1
3170,OMIM:300942,19,6,3
3171,OMIM:300943,2,0,1
3172,OMIM:300946,8,1,0
3173,OMIM:300952,15,1,0
3174,OMIM:300953,23,9,2
3175,OMIM:300957,29,5,4
3176,OMIM:300958,31,6,1
3177,OMIM:300960,23,3,2
3178,OMIM:300963,27,0,1
3179,OMIM:300966,73,9,9
3180,OMIM:300967,62,5,9
3181,OMIM:300968,56,7,5
3182,OMIM:300971,8,5,2
3183,OMIM:300972,39,21,6
3184,OMIM:300977,19,3,3
3185,OMIM:300978,42,5,4
3186,OMIM:300979,19,2,4
3187,OMIM:300982,13,1,3
3188,OMIM:300983,30,3,3
3189,OMIM:300984,3,2,1
3190,OMIM:300985,3,0,0
3191,OMIM:300986,49,4,6
3192,OMIM:300988,5,5,1
3193,OMIM:300989,20,0,1
3194,OMIM:300990,40,3,6
3195,OMIM:300991,7,2,2
3196,OMIM:300997,16,2,3
3197,OMIM:300998,63,5,8
3198,OMIM:301000,22,31,6
3199,OMIM:301006,25,5,3
3200,OMIM:301008,13,1,3
3201,OMIM:301010,2,0,0
3202,OMIM:301013,18,4,3
3203,OMIM:301014,11,0,0
3204,OMIM:301015,4,2,0
3205,OMIM:301018,6,0,2
3206,OMIM:301020,12,2,1
3207,OMIM:301021,8,1,4
3208,OMIM:301022,42,1,3
3209,OMIM:301024,16,0,1
3210,OMIM:301025,19,2,1
3211,OMIM:301026,18,1,1
3212,OMIM:301028,5,2,1
3213,OMIM:301029,24,2,3
3214,OMIM:301030,44,5,7
3215,OMIM:301031,4,2,0
3216,OMIM:301032,40,5,4
3217,OMIM:301033,9,2,2
3218,OMIM:301035,5,0,1
3219,OMIM:301039,23,1,3
3220,OMIM:301040,54,4,9
3221,OMIM:301041,49,3,6
3222,OMIM:301043,31,2,3
3223,OMIM:301044,71,4,7
3224,OMIM:301045,14,8,2
3225,OMIM:301050,18,11,3
3226,OMIM:301051,2,2,0
3227,OMIM:301054,17,16,4
3228,OMIM:301056,65,11,12
3229,OMIM:301058,22,1,3
3230,OMIM:301059,8,0,0
3231,OMIM:301060,4,0,2
3232,OMIM:301066,54,14,10
3233,OMIM:301068,55,26,10
3234,OMIM:301069,41,6,4
3235,OMIM:301071,2,3,3
3236,OMIM:301072,48,12,8
3237,OMIM:301074,16,15,2
3238,OMIM:301075,17,3,6
3239,OMIM:301076,11,3,2
3240,OMIM:301077,7,2,1
3241,OMIM:301078,19,10,5
3242,OMIM:301080,20,12,1
3243,OMIM:301081,13,9,2
3244,OMIM:301082,19,17,8
3245,OMIM:301083,3,4,0
3246,OMIM:301091,0,0,0
3247,OMIM:301200,7,0,0
3248,OMIM:301201,2,0,0
3249,OMIM:301220,19,9,4
3250,OMIM:301310,11,2,1
3251,OMIM:301500,32,10,5
3252,OMIM:301700,2,0,0
3253,OMIM:301800,5,0,1
3254,OMIM:301815,6,0,0
3255,OMIM:301830,23,0,2
3256,OMIM:301835,19,4,6
3257,OMIM:301845,14,7,2
3258,OMIM:301900,30,3,3
3259,OMIM:301940,10,0,0
3260,OMIM:301950,13,1,2
3261,OMIM:302000,7,4,1
3262,OMIM:302030,6,0,1
3263,OMIM:302045,5,2,0
3264,OMIM:302060,33,7,8
3265,OMIM:302200,2,2,1
3266,OMIM:302350,18,5,3
3267,OMIM:302400,2,0,0
3268,OMIM:302500,16,1,3
3269,OMIM:302600,3,0,0
3270,OMIM:302700,7,2,2
3271,OMIM:302800,38,2,3
3272,OMIM:302801,12,2,1
3273,OMIM:302802,13,1,1
3274,OMIM:302803,5,0,0
3275,OMIM:302900,33,2,4
3276,OMIM:302905,9,1,1
3277,OMIM:302950,14,2,1
3278,OMIM:302960,41,6,8
3279,OMIM:303100,12,6,1
3280,OMIM:303110,13,4,3
3281,OMIM:303350,18,1,1
3282,OMIM:303400,3,1,1
3283,OMIM:303600,51,5,6
3284,OMIM:303650,3,0,0
3285,OMIM:303700,7,5,0
3286,OMIM:303800,3,0,0
3287,OMIM:303900,2,1,0
3288,OMIM:304020,7,7,1
3289,OMIM:304030,5,3,0
3290,OMIM:304050,50,7,3
3291,OMIM:304100,11,1,1
3292,OMIM:304110,45,3,1
3293,OMIM:304120,53,2,6
3294,OMIM:304150,37,2,7
3295,OMIM:304200,3,1,0
3296,OMIM:304340,27,3,4
3297,OMIM:304400,7,0,0
3298,OMIM:304500,2,0,0
3299,OMIM:304700,20,6,1
3300,OMIM:304730,2,0,1
3301,OMIM:304790,23,16,6
3302,OMIM:304800,13,5,2
3303,OMIM:304900,5,3,2
3304,OMIM:304950,28,1,2
3305,OMIM:305000,39,17,7
3306,OMIM:305100,40,7,7
3307,OMIM:305350,2,1,2
3308,OMIM:305390,18,3,1
3309,OMIM:305400,51,6,4
3310,OMIM:305450,61,4,6
3311,OMIM:305550,3,0,0
3312,OMIM:305600,83,7,3
3313,OMIM:305620,70,6,4
